entity_id,meridian_code,name_ko,name_zh,meridian,location_ko,location_en,method,needling,category
BL60,BL,곤륜,崑崙,족태양방광경,"발목 뒤가쪽면, 가쪽복사 융기(prominence of the lateral malleolus)와 발꿈치힘줄(calcaneal tendon) 사이의 오목한 곳에 해당됨.","On the posterolateral aspect of the ankle, in the depression between the prominence of the lateral malleolus and the calcaneal tendon.",발의 가쪽복사뼈 꼭대기에서 발꿈치힘줄까지 수평하게 그은 연결선 중점에서 취혈한다.,"- 0.3～0.5寸 直刺

- 下肢麻痺 치료시 鍼尖을 太谿(KI3)를 향해 1～1.5寸 透刺

- 임신부에는 자침을 금하는 자리이니 신중을 기해야 함.",acupoint
BL61,BL,복삼,僕,족태양방광경,"발 가쪽면, 발꿈치뼈(calcaneus)의 가쪽으로, 崑崙(BL60)에서 먼 쪽, 赤白肉際에 취혈함.","On the lateral aspect of the foot, distal to BL60, lateral to the calcaneus, at the border between the red and white flesh.",,- 0.3～0.5寸 直刺 혹은 斜刺를 함.,acupoint
BL62,BL,신맥,申脈,족태양방광경,"발 가쪽면, 가쪽복사 융기(prominence of the lateral malleolus)에서 수직으로 아래쪽, 가쪽복사의 아래모서리와 발꿈치뼈(calcaneus) 사이의 오목한 곳.
※주 : 申脈(BL62)에 상응하는 안쪽의 經穴은 照海(KI6)다.","On the lateral aspect of the foot, directly inferior to the prominence of the lateral malleolus, in the depression between the inferior border of the lateral malleolus and the calcaneus.
Note: The corresponding medial acupuncture point to BL 62 is KI6.",가쪽복사 아래모서리의 먼쪽 오목한 곳에서 취혈한다.,"- 直刺 0.2～0.4寸

- 斜刺 0.3～0.5寸 (鍼尖을 下向하여 刺入)",acupoint
BL63,BL,금문,門,족태양방광경,"발등, 가쪽복사(lateral malleolus) 앞모서리에서 먼 쪽, 다섯째 발허리뼈거친면(tuberosity of the 5th metatarsal bone) 뒤쪽, 입방뼈(cuboid bone) 아래쪽의 오목한 곳.","On the dorsum of the foot, distal to the anterior border of the lateral malleolus, posterior to the tuberosity of the fifth metatarsal bone, in the depression inferior to the cuboid bone.",다섯째 발허리뼈거친면은 대개 발꿈치(heel)와 다섯째 발허리발가락관절(the 5th metatarsophalangeal joint)을 연결하는 선 중간에 위치한다.,"- 直刺 0.3～0.5寸

- 斜刺 0.5～0.7寸",acupoint
BL64,BL,경골,京骨,족태양방광경,"발 가쪽면, 다섯째 발허리뼈거친면(tuberosity of the 5th metatarsal bone) 먼 쪽, 赤白肉際.","On the lateral aspect of the foot, distal to the tuberosity of the fifth metatarsal bone, at the border between the red and white flesh.",다섯째 발허리뼈거친면은 대개 발꿈치(heel)와 다섯째 발허리발가락관절(the 5th metatarsophalangeal joint)을 연결하는 선 중간에 위치한다.,"- 直刺 0.3～0.5寸

- 斜刺 0.3～0.5寸 (向內下方)",acupoint
BL65,BL,속골,束骨,족태양방광경,"발 가쪽면, 다섯째 발허리발가락관절(the 5th metatarsophalangeal joint) 몸 쪽 오목한 곳, 赤白肉際.","On the lateral aspect of the foot, in the depression proximal to the fifth metatarsophalangeal joint, at the border between the red and white flesh.",,"- 直刺 0.2～0.3寸

- 斜刺 0.3～0.5寸",acupoint
BL66,BL,족통곡,足通谷,족태양방광경,"새끼발가락, 다섯째 발허리발가락관절(the 5th metatarsophalangeal joint) 가먼쪽(distal and lateral) 오목한 곳, 赤白肉際.","On the little toe, in the depression distal and lateral to the fifth metatarsophalangeal joint, at the border between the red and white flesh.",,"- 直刺 0.2～0.3寸

- 斜刺 0.3～0.5寸",acupoint
BL67,BL,지음,至陰,족태양방광경,"새끼발가락, 끝마디뼈(distal phalanx)의 가쪽, 새끼발톱 가쪽 뿌리각(lateral corner of the toenail)에서 몸 쪽으로 0.1寸.","On the little toe, lateral to the distal phalanx, 0.1 F-cun proximal to the lateral corner of the toenail.",새끼발톱의 가쪽모서리를 지나는 수직선과 발톱뿌리를 지나는 수평선이 만나는 지점에서 취혈한다.,"- 直刺 0.1～0.2寸

- 斜刺 0.2～0.3寸",acupoint
KI1,KI,용천,湧泉,족소음신경,"발바닥 부위로서, 발가락을 굽혔을 때, 발바닥의 가장 오목한 곳에 해당됨.","On the sole of the foot, in the deepest depression of the sole when the toes are flexed.","발가락을 굽혔을 때, 둘째와 셋째 발가락 (the 2nd and 3rd toes) 사이의 발샅 가장자리(web margin)와 발꿈치(heel)를 연결하는 선을 3등분 했을 때, 앞쪽 1/3지점의 오목한 곳에서 취혈한다.",- 0.3～0.5寸 直刺,acupoint
KI2,KI,연곡,然谷,족소음신경,"발 안쪽면, 발배뼈거친면(tuberosity of the navicular bone) 아래쪽, 赤白肉際에 해당됨.","On the medial aspect of the foot, inferior to the tuberosity of the navicular bone, at the border between the red and white flesh.","발안쪽복사의 앞아래 부위, 발배뼈 아래 오목한 곳에서 취혈한다.","- 0.3～0.5寸 直刺

- 斜刺 0.5～1寸",acupoint
KI3,KI,태계,太谿,족소음신경,"발목 뒤안쪽면으로, 안쪽복사 융기(prominence of the medial malleolus)와 발꿈치힘줄(calcaneal tendon) 사이의 오목한 곳에 취혈함.","On the posteromedial aspect of the ankle, in the depression between the prominence of the medial malleolus and the calcaneal tendon.",,"- 0.3～0.5寸 直刺

- 斜刺 0.5～1寸",acupoint
KI4,KI,대종,大鐘,족소음신경,"발 안쪽면에서, 안쪽 복사(medial malleolus)아래 뒤쪽, 발꿈치뼈(calcaneus)위쪽에 해당되며, 발꿈치힘줄(calcaneal tendon)안쪽 부착부의 앞쪽 오목한 곳에 취혈함.","On the medial aspect of the foot, posteroinferior to the medial malleolus, superior to the calcaneus, in the depression anterior to the medial attachment of the calcaneal tendon.",,"- 0.2～0.3寸 直刺

- 斜刺 0.3～0.5寸",acupoint
KI5,KI,수천,水泉,족소음신경,"발 안쪽면으로, 太谿(KI3)에서 지면까지 3촌으로 정했을 때, 태계 아래쪽으로 1寸 부위, 발꿈치뼈융기(calcaneal tuberosity)앞쪽 오목한 곳에 취혈함.","On the medial aspect of the foot, 1 B-cun interior to KI3, in the depression anterior to the calcaneal tuberosity.",,"- 0.1～0.3寸 直刺

- 斜刺 0.3～0.5寸",acupoint
KI6,KI,조해,照海,족소음신경,"발 안쪽면에 있으며, 안쪽복사 융기(prominence of the medial malleolus)에서 아래쪽으로 1寸, 안쪽복사 바로 아래 오목한 곳에 취혈함.","On the medial aspect of the foot, 1 B-cun inferior to the prominence of the medial malleolus, in the depression inferior to the medial malleolus.
Note: The corresponding lateral point to KI6 is BL62.",,"- 0.3～0.5寸 直刺

- 斜刺 0.5～1寸",acupoint
KI7,KI,부류,復溜,족소음신경,"종아리 뒤 안쪽면, 발꿈치힘줄(calcaneal tendon)의 앞쪽이며, 태계에서 위쪽으로 2寸 부위에 해당됨.","On the posteromedial aspect of the leg, anterior to the calcaneal tendon, 2 B-cun superior to the prominence of the medial malleolus.","太谿(KI3)에서 음릉천과 연결한 선을 13촌으로 했을 때, 태계 바로 위쪽 2촌 부위이며, 交信(KI8)에서 0.5촌 뒤쪽에 취혈한다.","- 0.3～0.5寸 直刺

- 斜刺 1～1.5寸",acupoint
KI8,KI,교신,交信,족소음신경,"종아리 안쪽면, 정강뼈 안쪽모서리(medial border of the tibia)의 뒤쪽, 안쪽복사 융기(prominence of the medial malleolus) 와 음릉천을 연결한 선을 13촌으로 정하여 위쪽으로 2寸 오목한 곳에 해당됨.","On the medial aspect of the leg, in the depression posterior to the medial border of the tibia, 2 B-cun superior to the prominence of the medial malleolus.","안쪽복사 융기(prominence of the medial malleolus) 위쪽 2촌 부위이며, 復溜(KI7)의 앞쪽 0.5寸 부위에 취혈한다.","- 0.3～0.5寸 直刺 

- 斜刺 0.5～1寸",acupoint
KI9,KI,축빈,築賓,족소음신경,"종아리 뒤안쪽면, 가자미근(soleus muscle)과 발꿈치힘줄(calcaneal tendon)사이로서, 안쪽복사 융기(prominence of the medial malleolus) 위쪽으로 5寸 높이에 해당됨.","On the posteromedial aspect of the leg, between the soleus muscle and the calcaneal tendon, 5 B-cun superior to the prominence of the medial malleolus.","무릎을 굽히고, 발바닥쪽으로 발을 굽힌채 종아리를 뻗으면, 정강뼈 안쪽모서리(medial border of the tibia)를 따라 가자미근이 현저하게 드러나는 곳이며, 太谿(KI3)와 음릉천을 연결하는 선을 13촌으로 하여 태계 위 5촌 부위, 족궐음간경 蠡溝(LR5)와 같은 높이에서 취혈한다.","- 0.3～0.8寸 直刺

- 斜刺 1～2寸",acupoint
KI10,KI,음곡,陰谷,족소음신경,"무릎 뒤안쪽면, 오금주름 위로서, 반힘줄모양근힘줄과 반막모양근힘줄(semimembranosus tendon)의 사이에서 취혈한다.","On the posteromedial aspect of the knee, just lateral to the semitendinosus tendon, in the popliteal crease.",,"- 0.5～1寸 直刺

- 斜刺 1～2寸",acupoint
KI11,KI,횡골,橫骨,족소음신경,"아랫배, 배꼽(umbilicus) 중심에서 아래 쪽으로 5寸, 앞정중선(anterior median line)에서 가쪽으로 0.5寸.","On the lower abdomen, 5 B-cun inferior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.",曲骨(CV2)에서 가쪽으로 0.5寸에서 취혈한다.,"- 直刺 0.5～0.8寸

- 斜刺 0.5～1寸",acupoint
KI12,KI,대혁,大赫,족소음신경,"아랫배, 배꼽(umbilicus) 중심에서 아래쪽으로 4寸, 앞정중선(anterior median line)에서 가쪽으로 0.5寸.","On the lower abdomen, 4 B-cun inferior to the centre of the umbilicus, 0.5 B-cun lateral to the anterior median line.",中極(CV3)에서 가쪽으로 0.5寸에서 취혈한다.,"- 直刺 0.5～0.8寸

- 斜刺 0.5～1寸",acupoint
KI13,KI,기혈,氣穴,족소음신경,"아랫배, 배꼽(umbilicus) 중심에서 아래 쪽으로 3寸, 앞정중선(anterior median line)에서 가쪽으로 0.5寸.","On the lower abdomen, 3 B-cun inferior to the center of the umbilicus, 0.5 B-cun lateral to the anterior median line.",關元(CV4)에서 가쪽으로 0.5寸에서 취혈한다.,"- 直刺 0.5～1寸

- 斜刺 0.5～1寸",acupoint
KI14,KI,사만,四滿,족소음신경,"아랫배, 배꼽(umbilicus) 중심에서 아래 쪽으로 2寸, 앞정중선(anterior median line)에서 가쪽으로 0.5寸.","On the lower abdomen, 2 B-cun inferior to the center of the umbilicus, 0.5 B-cun lateral to the anterior median line.",石門(CV5)에서 가쪽으로 0.5寸에서 취혈한다.,"- 直刺 0.5～1寸

- 斜刺 0.5～1寸",acupoint
KI15,KI,중주,中注,족소음신경,"아랫배, 배꼽(umbilicus) 중심에서 아래 쪽으로 1寸, 앞정중선(anterior median line)에서 가쪽으로 0.5寸.","On the lower abdomen, 1 B-cun inferior to the center of the umbilicus, 0.5 B-cun lateral to the anterior median line.",陰交(CV7)에서 가쪽으로 0.5寸에서 취혈한다.,"- 直刺 0.5～1寸

- 斜刺 0.5～1寸",acupoint
KI16,KI,황수,肓兪,족소음신경,"윗배, 배꼽(umbilicus)의 중심에서 가쪽으로 0.5寸.","On the upper abdomen, 0.5 B-cun lateral to the center of the umbilicus.",神闕(CV8) 가쪽 0.5寸에서 취혈한다.,"- 直刺 0.5～1寸

- 斜刺 0.5～1寸",acupoint
KI17,KI,상곡,商曲,족소음신경,"윗배, 배꼽(umbilicus)의 중심에서 위로 2寸, 앞정중선(anterior median line)에서 가쪽으로 0.5寸.","On the upper abdomen, 2 B-cun superior to the center of the umbilicus, 0.5 B-cun lateral to the anterior median line.",下脘(CV10) 가쪽 0.5寸에서 취혈한다.,"- 直刺 0.5～1寸

- 斜刺 0.5～1寸",acupoint
KI18,KI,석관,石關,족소음신경,"윗배, 배꼽(umbilicus)의 중심에서 위쪽으로 3寸, 앞정중선(anterior median line)에서 가쪽으로 0.5寸.","On the upper abdomen, 3 B-cun superior to the center of the umbilicus, 0.5 B-cun lateral to the anterior median line.",建里(CV11) 가쪽 0.5寸에서 취혈한다.,"- 直刺 0.5～1寸

- 斜刺 0.5～1寸",acupoint
KI19,KI,음도,陰都,족소음신경,"윗배, 배꼽(umbilicus) 중심에서 위쪽으로 4寸, 앞정중선(anterior median line)에서 가쪽으로 0.5寸.","On the upper abdomen, 4 B-cun superior to the center of the umbilicus, 0.5 B-cun lateral to the anterior median line.",中脘(CV12) 가쪽 0.5寸에서 취혈한다.,"- 直刺 0.5～1寸

- 斜刺 0.5～1寸",acupoint
KI20,KI,복통곡,腹痛谷,족소음신경,"윗배, 배꼽(umbilicus) 중심에서 위쪽으로 5寸, 앞정중선(anterior median line)에서 가쪽으로 0.5寸.","On the upper abdomen, 5 B-cun superior to the center of the umbilicus, 0.5 B-cun lateral to the anterior median line.",上脘(CV13) 가쪽 0.5寸에서 취혈한다.,"- 直刺 0.3～0.8寸

- 斜刺 0.5～1寸",acupoint
KI21,KI,유문,幽門,족소음신경,"윗배, 배꼽(umbilicus) 중심에서 위쪽으로 6寸, 앞정중선(anterior median line)에서 가쪽으로 0.5寸.","On the upper abdomen, 6 B-cun superior to the center of the umbilicus, 0.5 B-cun lateral to the anterior median line.",巨闕(CV14) 가쪽 0.5寸에서 취혈한다.,"- 直刺 0.3～0.7寸 (禁深刺)

- 斜刺 0.3～0.8寸",acupoint
KI22,KI,보랑,步廊,족소음신경,"앞가슴부위, 다섯째 갈비사이공간(the 5th intercostal space), 앞정중선(anterior median line)에서 가쪽으로 2寸.","In the anterior thoracic region, in the 5th intercostal space, 2 B-cun lateral to the anterior median line.",中庭(CV16)과 乳根(ST18)의 연결선 중점에서 취혈한다.,"- 直刺 0.2～0.3寸

- 斜刺 0.3～0.5寸",acupoint
KI23,KI,신봉,神封,족소음신경,"앞가슴부위, 넷째 갈비사이공간(the 4th intercostal space), 앞정중선(anterior median line)에서 가쪽으로 2寸.","In the anterior thoracic region, in the 4th intercostal space, 2 B-cun lateral to the anterior median line.",남자는 乳頭와 膻中(CV17)의 연결선 중점에서 취혈한다.,"- 直刺 0.2～0.4寸

- 斜刺 0.3～0.5寸",acupoint
KI24,KI,영허,墟,족소음신경,"앞가슴부위, 셋째 갈비사이공간(the 3rd intercostal space), 앞정중선(anterior median line)에서 가쪽으로 2寸.","In the anterior thoracic region, in the 3rd intercostal space, 2 B-cun lateral to the anterior median line.",玉堂(CV18)과 膺窓(ST16)의 연결선 중점에서 취혈한다.,"- 直刺 0.2～0.4寸 (不可深刺)

- 斜刺 0.3～0.5寸",acupoint
KI25,KI,신장,神藏,족소음신경,"앞가슴부위, 둘째 갈비사이공간(the 2nd intercostal space), 앞정중선(anterior median line)에서 가쪽으로 2寸.","In the anterior thoracic region, in the 2nd intercostal space, 2 B-cun lateral to the anterior median line.",紫宮(CV19)과 屋翳(ST15)의 중간 지점에서 취혈한다.,"- 直刺 0.3～0.4寸 (不可深刺)

- 斜刺 0.3～0.5寸",acupoint
KI26,KI,욱중,彧中,족소음신경,"앞가슴부위, 첫째 갈비사이공간(the 1st intercostal space), 앞정중선(anterior median line)에서 가쪽으로 2寸.","In the anterior thoracic region, in the 1st intercostal space, 2 B-cun lateral to the anterior median line.",華蓋(CV20)와 庫房(ST14)의 중간 지점에서 취혈한다.,"- 直刺 0.2～0.4寸 (不可深刺)

- 斜刺 0.3～0.5寸",acupoint
KI27,KI,수부,兪府,족소음신경,"앞가슴부위, 빗장뼈(clavicle) 바로 아래쪽, 앞정중선(anterior median line)에서 가쪽으로 2寸.","In the anterior thoracic region, just inferior to the clavicle, 2 B-cun lateral to the anterior median line.",璇璣(CV21)와 氣戶(ST13)의 중간 지점에서 취혈한다.,"- 直刺 0.2～0.4寸 (不可深刺)

- 斜刺 0.3～0.5寸",acupoint
PC1,PC,천지,天池,수궐음심포경,"앞가슴부위, 넷째 갈비사이공간(the 4th intercostal space)으로, 앞정중선 (anterior median line)에서 가쪽으로 5寸.","In the anterior thoracic region, in the fourth intercostal space, 5 B-cun lateral to the anterior median line.",남성은 유두 가쪽 1寸 부위에서 취혈한다.,"- 直刺 0.2～0.3寸 (不宜深刺)

- 斜刺 0.3～0.5寸 (外傍으로 향해 斜刺)",acupoint
PC2,PC,천천,天泉,수궐음심포경,"위팔 앞쪽면, 위팔두갈래근(biceps brachii m.)의 긴갈래와 짧은갈래 사이, 앞겨드랑주름(anterior axillary fold)에서 먼쪽으로 2寸.","On the anterior aspect of the arm, between the long head and short head of the biceps brachii muscle, 2 B-cun distal to the anterior axillary fold.",,"- 直刺 0.3～0.5寸

- 斜刺 0.5～0.7寸",acupoint
PC3,PC,곡택,曲澤,수궐음심포경,"팔꿈치 앞쪽면, 팔오금주름(cubital crease) 위, 위팔두갈래근힘줄(biceps brachii tendon)의 안쪽 오목한 곳.","On the anterior aspect of the elbow, at the cubital crease, in the depression medial to the biceps brachii tendon.","손바닥이 위쪽을 향하게 하고 팔꿈치를 45°로 굽힌 자세에서, 팔오금주름 위, 위팔두갈래근힘줄의 안쪽에서 취혈한다.","- 直刺 0.5～1寸(不宜深刺)

- 斜刺 0.5～1寸

- 三稜鍼으로 點刺出血 (특히 中暑, 霍亂 등의 急性胃腸病 치료시)",acupoint
PC4,PC,극문,郄門,수궐음심포경,"아래팔 앞쪽면, 긴손바닥근힘줄(palmaris longus tendon)과 노쪽손목굽힘근힘줄(flexor carpi radialis tendon)의 사이, 손바닥 쪽 손목주름(palmar wrist crease) 에서 몸 쪽으로 5寸.","On the anterior aspect of the forearm, between the tendons of the palmaris longus and the flexor carpi radialis, 5 B-cun proximal to the palmar wrist crease.","주먹을 가볍게 움켜쥐고 손바닥이 위쪽을 향하도록 손목을 돌린채 팔꿈치를 약간 굽히면, 긴손바닥근힘줄과 노쪽손목굽힘근힘줄이 현저하게 드러난다. 긴손바닥근힘줄이 보이지 않을 때에는 노쪽손목굽힘근힘줄 자쪽에서 취혈한다. 曲澤(PC3)과 大陵(PC7)을 연결하는 선의 중점에서 먼 쪽으로 1寸 지점에서 취혈한다.","- 直刺 0.5～1寸

- 斜刺 0.5～1寸",acupoint
PC5,PC,간사,間使,수궐음심포경,"아래팔 앞쪽면, 긴손바닥근힘줄(palmaris longus tendon)과 노쪽손목굽힘근힘줄(flexor carpi radialis tendon)의 사이, 손바닥 쪽 손목주름(palmar wrist crease) 에서 몸 쪽으로 3寸.","On the anterior aspect of the forearm, between the tendons of the palmaris longus and the flexor carpi radialis, 3 B-cun proximal to the palmar wrist crease.","주먹을 가볍게 움켜쥐고 손바닥이 위쪽을 향하도록 손목을 돌린채 팔꿈치를 약간 굽히면, 긴손바닥근힘줄과 노쪽손목굽힘근힘줄이 현저하게 드러난다. 大陵(PC7)에서 몸 쪽으로 3寸 지점에서 취혈한다. 긴손바닥근힘줄이 보이지 않는다면, 노쪽손목굽힘근힘줄 자쪽에서 취혈한다.","- 直刺 0.5～1寸

- 斜刺 1～1.5寸

- 軀幹疾患 치료시는 약간 橈骨側으로 上向하여 1～1.5寸 斜刺",acupoint
PC6,PC,내관,內關,수궐음심포경,"아래팔 앞쪽면, 긴손바닥근힘줄(palmaris longus tendon)과 노쪽손목굽힘근힘줄(flexor carpi radialis tendon)의 사이, 손바닥쪽 손목주름(palmar wrist crease) 에서 위로 2寸.
※주 :  內關(PC6)과 상응하는 뒤쪽의 經穴은 外關(TE5).","On the anterior aspect of the forearm, between the tendons of the Palmaris longus and the flexor carpi radialis, 2 B-cun proximal to the palmar wrist crease.","주먹을 가볍게 움켜쥐고 손바닥이 위쪽을 향하도록 손목을 돌린 상태에서 팔꿈치를 약간 굽히면, 긴손바닥근힘줄과 노쪽손목굽힘근힘줄이 현저하게 드러난다. 大陵(PC7)에서 몸 쪽으로 2寸 지점에서 취혈한다. 긴손바닥근힘줄이 보이지 않을 때에는 노쪽손목굽힘근힘줄 자쪽에서 취혈한다.","- 直刺 0.5～1寸 / 外關(TE5)을 향해 1.5寸로 透刺

- 斜刺 0.3～2寸 / 軀幹疾患에는 上向하여 1～2寸 斜刺 / 手指麻木에는 약간 橈側으로 3～5分 刺入",acupoint
PC7,PC,대릉,大陵,수궐음심포경,"손목 앞쪽면, 긴손바닥근힘줄(palmaris longus tendon)과 노쪽손목굽힘근힘줄(flexor carpi radialis tendon)의 사이, 손바닥 쪽 손목주름(palmar wrist crease) 위.","On the anterior aspect of the wrist, between the tendons of palmaris longus and the flexor carpi radialis, on the palmar wrist crease.","주먹을 가볍게 움켜쥐고 손바닥이 위쪽을 향하도록 손목을 돌린 상태에서 팔꿈치를 약간 굽히면, 긴손바닥근힘줄과 노쪽손목굽힘근힘줄이 현저하게 드러난다. 손바닥 쪽 손목주름의 중점, 긴손바닥근힘줄과 노쪽손목굽힘근힘줄의 사이, 콩알뼈(pisiform bone)의 몸 쪽 끝인 神門(HT7)과 같은 높이에서 취혈한다.","- 直刺 0.3～0.5寸 

- 斜刺 0.5～0.8寸",acupoint
PC8,PC,노궁,宮,수궐음심포경,"손바닥, 둘째와 셋째 손허리뼈(the 2nd and 3rd metacarpal bone)의 사이, 손허리손가락관절(metacarpophalangeal joint)의 몸 쪽 오목한 곳.
※참고 :  勞宮(PC8)의 부위가 손바닥, 셋째와 넷째 손허리뼈의 사이, 손허리손가락관절의 몸 쪽 오목한 곳이라는 의견도 있다.","On the palm of the hand, in the depression between the second and third metacarpal bones, proximal to the metacarpophalangeal joints.
Remarks: Alternative location of PC8 – On the palm of the hand, in the depression, between the third and fourth metacarpal bones, proximal to the metacarpophalangeal joints.",,"- 直刺 0.3～0.5寸 (손바닥에서 손등을 향해 刺入)

- 斜刺 0.5～0.5寸",acupoint
PC9,PC,중충,中衝,수궐음심포경,"가운데손가락, 가운데손가락 끝의 중심.
※참고 :  中衝(PC9)의 부위가 가운데손가락의 손톱 노쪽 뿌리각(radial corner of the middle finger nail)에서 몸 쪽으로 0.1寸, 가운데손톱 노쪽모서리를 지나는 수직선과 손톱뿌리를 지나는 수평선이 만나는 지점이라는 의견도 있다.","On the middle finger, at the centre of the tip of the middle finger.
Remarks: Alternative location for PC9 – On the middle finger, 0.1 F-cun proximal to the radial corner of the middle fingernail, at the intersection of the vertical line of the radial side of the nail and the horizontal line of the base of the fingernail.",,"- 直刺 0.1～0.2寸 

- 三稜鍼으로 點刺出血

- 禁灸 (『醫學入門』)",acupoint
TE1,TE,관충,關衝,수소양삼초경,"약손가락, 끝마디뼈(distal phalanx)의 자쪽, 넷째손톱 자쪽 뿌리각(ulnar corner of the fingernail)에서 몸 쪽으로 0.1寸.","On the ring finger, ulnar to the distal phalanx, 0.1 F-cun proximal to the ulnar corner of the fingernail, at the intersection of the vertical line of the ulnar side of the nail and the horizontal line of the base of the fingernail.",넷째손톱의 자쪽모서리를 지나는 수직선과 손톱뿌리를 지나는 수평선이 만나는 지점에서 취혈한다.,"- 直刺 0.1～0.2寸

- 斜刺 0.2～0.3寸

- 三稜鍼으로 點刺出血",acupoint
TE2,TE,액문,液門,수소양삼초경,"손등, 약손가락과 새끼손가락 사이, 손샅 가장자리(web margin) 위쪽 오목한 곳, 赤白肉際.","On the dorsum of the hand, in the depression superior to the web margin between the ring and little fingers, at the border between the red and white flesh.","주먹을 가볍게 쥐고, 손바닥이 아래쪽을 향하게 한 자세에서, 약손가락과 새끼손가락이 만나는 지점의 위쪽 오목한 곳으로 赤白肉際에서 취혈한다.","- 直刺 0.3～0.5寸

- 斜刺 0.3～0.5寸",acupoint
TE3,TE,중저,中渚,수소양삼초경,"손등, 넷째와 다섯째 손허리뼈(the 4th and 5th metacarpal bone) 사이, 넷째 손허리손가락관절(the 4th metacarpophalangealjoint) 몸 쪽 오목한 곳.","On the dorsum of the hand, between the 4th and 5th metacarpal bones, in the depression proximal to the 4th metacarpophalangeal joint.",,"- 直刺 0.3～0.5寸

- 斜刺 0.5～1寸 (손목을 향해)",acupoint
TE4,TE,양지,陽池,수소양삼초경,"손목 뒤쪽면, 손등 쪽 손목주름(dorsal wrist crease) 위, 손가락폄근힘줄(extensor digitorum tendon) 자쪽 오목한 곳.
※주 : 陽谿(LI5), 陽谷(SI5)과 같은 높이에 위치한다.","On the posterior aspect of the wrist, in the depression ulnar to the extensor digitorum tendon, on the dorsal wrist crease.
Note 1: At the same level as LI5 and SI5.","손바닥을 아래로 하고, 저항을 주면서 손목을 손등 쪽으로 굽히면 손가락폄근힘줄을 더욱 쉽게 촉지할 수 있다. 손가락을 넷째와 다섯째 손허리뼈(the 4th and 5th metacarpal bone) 사이를 따라서 몸 쪽으로 움직이다가 손등 쪽 손목주름과 만나는 오목한 곳에서 취혈한다.","- 直刺 0.3～0.5寸

- 斜刺 0.3～0.5寸",acupoint
TE5,TE,외관,外關,수소양삼초경,"아래팔 뒤쪽면, 자뼈와 노뼈 뼈사이공간(interosseous space between the radius and the ulna)의 중점, 손등쪽손목주름(dorsal wrist crease)에서 몸쪽으로 2寸.
※주 : 外關(TE5)에 상응하는 앞쪽經穴은 內關(PC6)이다.","On the posterior aspect of the forearm, midpoint of the interosseous space between the radius and the ulna, 2 B-cun proximal to the dorsal wrist crease.
Note: The anterior point corresponding to TE5 is PC6.","陽池(TE4)에서 몸 쪽으로 2寸, 자뼈와 노뼈 사이의 오목한 곳에서 취혈한다. 外關(TE5)에 상응하는 앞쪽 經穴은 內關(PC6)이다.","- 直刺 0.5～1寸 (혹은 內關(PC6)을 향해 透刺하기도 한다)

- 斜刺 1～1.5寸 (軀幹의 疾患에는 上向하여 1～1.5寸 斜刺한다)",acupoint
TE6,TE,지구,支溝,수소양삼초경,"아래팔 뒤쪽면, 자뼈와 노뼈 뼈사이공간(interosseous space between the radius and the ulna)의 중점, 손등쪽손목주름(dorsal wrist crease)에서 몸 쪽으로 3寸.","On the posterior aspect of the forearm, midpoint of the interosseous space between the radius and the ulna, 3 B-cun proximal to the dorsal wrist crease.","外關(TE5)에서 몸 쪽으로 1寸, 會宗(TE7)과 같은 높이, 자뼈와 노뼈 사이에서 취혈한다.","- 直刺 0.5～1寸

- 斜刺 1～1.5寸",acupoint
TE7,TE,회종,會宗,수소양삼초경,"아래팔 뒤쪽면, 자뼈(ulna)의 바로 노쪽, 손등 쪽 손목주름(dorsal wrist crease)에서 몸 쪽으로 3寸.","On the posterior aspect of the forearm, just radial to the ulna, 3 B-cun proximal to the dorsal wrist crease.",支溝(TE6)의 자쪽에서 취혈한다.,"- 直刺 0.5～0.9寸

- 斜刺 0.5～1寸",acupoint
TE8,TE,삼양락,三陽絡,수소양삼초경,"아래팔 뒤쪽면, 자뼈와 노뼈 뼈사이공간(interosseous space between the radius and the ulna)의 중점, 손등쪽손목주름(dorsal wrist crease)에서 몸 쪽으로 4寸.","On the posterior aspect of the forearm, midpoint of the interosseous space between the radius and the ulna, 4 B-cun proximal to the dorsal wrist crease.",陽池(TE4)와 팔꿈치 끝(tip of the elbow)을 연결하는 선에서 위쪽으로부터 2/3와 아래쪽으로부터 1/3이 되는 지점에서 취혈한다.,"- 直刺 0.5～1寸

- 斜刺 0.8～1.5寸 (深刺時에는 郄門(PC4)을 향해 2～3寸 刺入)

- 不可刺 (「鍼灸甲乙經」)",acupoint
TE9,TE,사독,四瀆,수소양삼초경,"아래팔 뒤쪽면, 자뼈와 노뼈 뼈사이공간(interosseous space between theradius and the ulna)의 중점, 팔꿈치머리 융기(prominence of the olecranon)에서 먼 쪽으로 5寸.","On the posterior aspect of the forearm, midpoint of the interosseous space between the radius and the ulna, 5 B-cun distal to the prominence of the olecranon.",陽池(TE4)와 팔꿈치머리 융기를 연결하는 선의 중점에서 몸 쪽으로 1寸 지점에서 취혈한다.,"- 直刺 0.5～1寸

- 斜刺 0.5～1寸",acupoint
